iter	Passed	Remaining
1663	71139	14364
1664	71177	14320
1665	71220	14278
1666	71259	14234
1667	71298	14191
1668	71340	14148
1669	71381	14105
1670	71414	14060
1671	71447	14015
1672	71480	13971
1673	71531	13930
1674	71567	13886
1675	71605	13842
1676	71644	13799
1677	71691	13757
1678	71735	13714
1679	71774	13671
1680	71806	13626
1681	71846	13583
1682	71889	13540
1683	71956	13502
1684	72042	13467
1685	72122	13432
1686	72183	13392
1687	72226	13349
1688	72262	13305
1689	72302	13262
1690	72359	13222
1691	72392	13177
1692	72435	13135
1693	72473	13091
1694	72527	13050
1695	72562	13006
1696	72604	12963
1697	72650	12921
1698	72692	12878
1699	72733	12835
1700	72786	12794
1701	72827	12751
1702	72903	12714
1703	72950	12672
1704	72993	12629
1705	73033	12586
1706	73078	12543
1707	73112	12499
1708	73156	12456
1709	73198	12413
1710	73250	12372
1711	73283	12328
1712	73324	12284
1713	73372	12243
1714	73417	12200
1715	73455	12156
1716	73495	12113
1717	73532	12070
1718	73583	12028
1719	73637	11987
1720	73677	11944
1721	73711	11899
1722	73749	11856
1723	73791	11813
1724	73829	11769
1725	73874	11727
1726	73906	11683
1727	73946	11639
1728	73980	11595
1729	74037	11554
1730	74070	11510
1731	74117	11468
1732	74158	11425
1733	74217	11385
1734	74252	11341
1735	74290	11297
1736	74328	11254
1737	74362	11210
1738	74407	11167
1739	74441	11123
1740	74475	11079
1741	74519	11036
1742	74564	10994
1743	74605	10951
1744	74638	10907
1745	74672	10863
1746	74713	10819
1747	74750	10776
1748	74796	10734
1749	74840	10691
1750	74879	10648
1751	74912	10604
1752	74948	10560
1753	74995	10518
1754	75038	10475
1755	75076	10432
1756	75111	10388
1757	75150	10344
1758	75210	10304
1759	75245	10260
1760	75277	10216
1761	75316	10173
1762	75350	10129
1763	75398	10087
1764	75434	10043
1765	75468	9999
1766	75500	9955
1767	75537	9912
1768	75579	9869
1769	75618	9826
1770	75661	9783
1771	75694	9739
1772	75733	9696
1773	75780	9654
1774	75815	9610
1775	75848	9566
1776	75890	9523
1777	75927	9480
1778	75972	9437
1779	76011	9394
1780	76045	9350
1781	76088	9308
1782	76121	9264
1783	76171	9222
1784	76203	9178
1785	76236	9134
1786	76269	9090
1787	76305	9047
1788	76345	9004
1789	76378	8960
1790	76411	8916
1791	76444	8873
1792	76478	8829
1793	76530	8787
1794	76565	8744
1795	76597	8700
1796	76630	8656
1797	76666	8613
1798	76699	8569
1799	76745	8527
1800	76780	8483
1801	76823	8441
1802	76870	8399
1803	76911	8356
1804	76955	8313
1805	76994	8270
1806	77030	8227
1807	77063	8183
1808	77098	8140
1809	77129	8096
1810	77173	8053
1811	77217	8011
1812	77262	7969
1813	77300	7926
1814	77336	7882
1815	77371	7839
1816	77422	7797
1817	77455	7754
1818	77497	7711
1819	77538	7668
1820	77579	7625
1821	77623	7583
1822	77669	7541
1823	77707	7498
1824	77744	7454
1825	77799	7413
1826	77836	7370
1827	77876	7327
1828	77908	7283
1829	77946	7240
1830	77976	7197
1831	78032	7155
1832	78068	7112
1833	78101	7069
1834	78143	7026
1835	78185	6983
1836	78221	6940
1837	78282	6899
1838	78317	6856
1839	78349	6812
1840	78381	6769
1841	78428	6727
1842	78468	6684
1843	78503	6641
1844	78547	6598
1845	78588	6556
1846	78635	6513
1847	78694	6472
1848	78757	6431
1849	78795	6388
1850	78843	6346
1851	78893	6304
1852	78929	6261
1853	78982	6219
1854	79013	6176
1855	79045	6132
1856	79086	6090
1857	79122	6047
1858	79155	6003
1859	79195	5960
1860	79232	5917
1861	79287	5876
1862	79318	5832
1863	79363	5790
1864	79422	5749
1865	79480	5707
1866	79511	5664
1867	79579	5623
1868	79664	5583
1869	79765	5545
1870	79846	5505
1871	79916	5464
1872	79983	5423
1873	80026	5380
1874	80070	5338
1875	80178	5299
1876	80242	5258
1877	80291	5215
1878	80351	5174
1879	80414	5132
1880	80491	5092
1881	80551	5050
1882	80602	5008
1883	80666	4966
1884	80736	4925
1885	80769	4882
1886	80820	4839
1887	80876	4797
1888	80906	4754
1889	80949	4711
1890	80990	4668
1891	81027	4625
1892	81074	4582
1893	81113	4539
1894	81153	4496
1895	81194	4453
1896	81225	4410
1897	81279	4368
1898	81318	4324
1899	81359	4282
1900	81393	4238
1901	81448	4196
1902	81490	4153
1903	81525	4110
1904	81555	4067
1905	81592	4023
1906	81634	3981
1907	81691	3939
1908	81724	3895
1909	81756	3852
1910	81789	3809
1911	81819	3765
1912	81867	3723
1913	81899	3679
1914	81930	3636
1915	81959	3593
1916	81992	3550
1917	82022	3506
1918	82081	3464
1919	82113	3421
1920	82152	3378
1921	82191	3335
1922	82236	3292
1923	82274	3249
1924	82312	3206
1925	82348	3163
1926	82393	3121
1927	82428	3078
1928	82470	3035
1929	82508	2992
1930	82541	2949
1931	82577	2906
1932	82613	2863
1933	82662	2820
1934	82701	2778
1935	82738	2735
1936	82782	2692
1937	82849	2650
1938	82883	2607
1939	82918	2564
1940	82962	2521
1941	83007	2479
1942	83051	2436
1943	83088	2393
1944	83126	2350
1945	83168	2307
1946	83210	2265
1947	83246	2222
1948	83296	2179
1949	83338	2136
1950	83377	2094
1951	83415	2051
1952	83461	2008
1953	83496	1965
1954	83536	1922
1955	83572	1879
1956	83607	1837
1957	83652	1794
1958	83686	1751
1959	83718	1708
1960	83748	1665
1961	83780	1622
1962	83827	1580
1963	83870	1537
1964	83911	1494
1965	83943	1451
1966	83985	1409
1967	84023	1366
1968	84068	1323
1969	84099	1280
1970	84129	1237
1971	84160	1194
1972	84209	1152
1973	84258	1109
1974	84291	1066
1975	84326	1024
1976	84374	981
1977	84411	938
1978	84464	896
1979	84499	853
1980	84541	810
1981	84576	768
1982	84611	725
1983	84663	682
1984	84702	640
1985	84736	597
1986	84767	554
1987	84802	511
1988	84847	469
1989	84878	426
1990	84908	383
1991	84938	341
1992	84969	298
1993	85004	255
1994	85042	213
1995	85071	170
1996	85102	127
1997	85136	85
1998	85168	42
1999	85207	0
