iter	Logloss
0	0.5646966659
1	0.4612482132
2	0.3912312538
3	0.3329443298
4	0.2973213723
5	0.2655775212
6	0.2450958546
7	0.2263638439
8	0.2100213548
9	0.1952669781
10	0.1869112489
11	0.1799175238
12	0.169695039
13	0.1629129775
14	0.1567656073
15	0.1525221359
16	0.1466914023
17	0.143567978
18	0.1408023201
19	0.1388777531
20	0.13604795
21	0.1329016148
22	0.1298467992
23	0.1269159074
24	0.1246799224
25	0.1220562654
26	0.1206304288
27	0.1194401568
28	0.11797947
29	0.1171432438
30	0.1152039253
31	0.1132447312
32	0.111542039
33	0.1106598261
34	0.1091819874
35	0.1082588828
36	0.1067996912
37	0.1053272229
38	0.1046724444
39	0.1040761664
40	0.1031270268
41	0.1020372789
42	0.1009377087
43	0.09948006405
44	0.09888672517
45	0.098520961
46	0.09745579267
47	0.09684564392
48	0.09612450265
49	0.09550058037
50	0.09469820337
51	0.09368402236
52	0.09305551209
53	0.0925122213
54	0.09185023237
55	0.09104734545
56	0.09037678376
57	0.08993310287
58	0.08944999833
59	0.08903115944
60	0.08832729798
61	0.08794292071
62	0.08761814385
63	0.0873528868
64	0.08713535408
65	0.08673092087
66	0.0861708483
67	0.08595615717
68	0.08569275206
69	0.08525173875
70	0.08494736317
71	0.08454810783
72	0.08428357542
73	0.08404765873
74	0.0833939591
75	0.08300146094
76	0.08283752286
77	0.08255405071
78	0.08230586646
79	0.08196289565
80	0.08170577483
81	0.08118436281
82	0.08101897163
83	0.08085356392
84	0.08053849408
85	0.08041293517
86	0.08019543931
87	0.07988456533
88	0.07955437841
89	0.07915288758
90	0.07891700813
91	0.07871656803
92	0.07831283453
93	0.07811093111
94	0.07787227228
95	0.07740014615
96	0.07716182543
97	0.07701898059
98	0.07649744286
99	0.07636227505
100	0.07616537221
101	0.07606156787
102	0.07592244263
103	0.07559031676
104	0.07544173586
105	0.07527718785
106	0.07513929687
107	0.07496586586
108	0.07475658912
109	0.07450022562
110	0.07415239693
111	0.07383861336
112	0.07379530171
113	0.07350867178
114	0.07303560677
115	0.072939616
116	0.07277052942
117	0.07262017848
118	0.07249863721
119	0.07233784758
120	0.07212972971
121	0.07203792095
122	0.07187531563
123	0.07167846261
124	0.07147066325
125	0.07125070492
126	0.07113902152
127	0.07104249361
128	0.07096843252
129	0.07079423888
130	0.07056052403
131	0.0704679636
132	0.07017759037
133	0.0699301814
134	0.069821286
135	0.06969188975
136	0.06957313687
137	0.06948310084
138	0.06929923748
139	0.06904352943
140	0.06895711726
141	0.06877516199
142	0.06855482897
143	0.0684942156
144	0.06844418856
145	0.06833253745
146	0.06804880359
147	0.06797707409
148	0.06783325194
149	0.06764813781
150	0.06755632522
151	0.0675060878
152	0.06740223291
153	0.06714800213
154	0.06704936463
155	0.06692990008
156	0.06678643766
157	0.06671190816
158	0.06661647396
159	0.06656120032
160	0.06646214237
161	0.0663367778
162	0.06615716754
163	0.06610350187
164	0.06598710881
165	0.06585358244
166	0.06577173913
167	0.06561852236
168	0.0655418005
169	0.06539095732
170	0.06531153181
171	0.06508944921
172	0.06504598942
173	0.06496122337
174	0.06473431263
175	0.06456577675
176	0.06448039429
177	0.06433870599
178	0.06428328505
179	0.06401240711
180	0.06396888024
181	0.06375954458
182	0.06368313008
183	0.06359301742
184	0.06351094342
185	0.06338567711
186	0.0632086854
187	0.06307686775
188	0.06293530674
189	0.06284091924
190	0.06281812397
191	0.06270521024
192	0.0625941862
193	0.062563144
194	0.06251921891
195	0.06244631621
196	0.06241821724
197	0.06234693552
198	0.06228639978
199	0.06222140355
200	0.06215769577
201	0.06206735659
202	0.06187482535
203	0.06176603734
204	0.06170752198
205	0.06149989786
206	0.06132552412
207	0.06121825841
208	0.06118933182
209	0.06110036623
210	0.06090901049
211	0.06081847374
212	0.06062401519
